name,categoryName,description,packSize,price,mrp,stock,imagePath,image
Jersey Fresh Cream,Milk & Dairy,Jersey Fresh Cream is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,256,447,213,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/milk_dairy/jersey_fresh_cream.png,mkGold/products/default.png
Paper Boat Fresh Cream,Milk & Dairy,Paper Boat Fresh Cream is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,218,384,356,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/milk_dairy/paper_boat_fresh_cream.png,mkGold/products/default.png
Dhara Fresh Cream,Milk & Dairy,Dhara Fresh Cream is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,213,370,83,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/milk_dairy/dhara_fresh_cream.png,mkGold/products/default.png
Fortune Fresh Cream,Milk & Dairy,Fortune Fresh Cream is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,137,439,160,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/milk_dairy/fortune_fresh_cream.png,mkGold/products/default.png
HUL Fresh Cream,Milk & Dairy,HUL Fresh Cream is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,195,374,269,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/milk_dairy/hul_fresh_cream.png,mkGold/products/default.png
Tata Milk Powder,Milk & Dairy,Tata Milk Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,170,384,414,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/milk_dairy/tata_milk_powder.png,mkGold/products/milk powder.png
ITC Milk Powder,Milk & Dairy,ITC Milk Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,146,440,452,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/milk_dairy/itc_milk_powder.png,mkGold/products/milk powder.png
HUL Milk Powder,Milk & Dairy,HUL Milk Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,261,411,76,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/milk_dairy/hul_milk_powder.png,mkGold/products/milk powder.png
Britannia Milk Powder,Milk & Dairy,Britannia Milk Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,156,447,80,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/milk_dairy/britannia_milk_powder.png,mkGold/products/milk powder.png
Saffola Milk Powder,Milk & Dairy,Saffola Milk Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,136,421,115,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/milk_dairy/saffola_milk_powder.png,mkGold/products/milk powder.png
Nandini Milk Powder,Milk & Dairy,Nandini Milk Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,347,413,115,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/milk_dairy/nandini_milk_powder.png,mkGold/products/milk powder.png
24 Mantra Milk Powder,Milk & Dairy,24 Mantra Milk Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,73,390,143,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/milk_dairy/24_mantra_milk_powder.png,mkGold/products/milk powder.png
Gemini Milk Powder,Milk & Dairy,Gemini Milk Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,282,408,425,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/milk_dairy/gemini_milk_powder.png,mkGold/products/milk powder.png
Nestle Brown Bread,Bread & Bakery,Nestle Brown Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,231,422,328,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/nestle_brown_bread.png,mkGold/products/default.png
Heritage Brown Bread,Bread & Bakery,Heritage Brown Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,274,382,155,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/heritage_brown_bread.png,mkGold/products/default.png
Saffola Brown Bread,Bread & Bakery,Saffola Brown Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,223,366,361,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/saffola_brown_bread.png,mkGold/products/default.png
Tata Brown Bread,Bread & Bakery,Tata Brown Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,325,364,208,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/tata_brown_bread.png,mkGold/products/default.png
Dhara Brown Bread,Bread & Bakery,Dhara Brown Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,269,430,203,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/dhara_brown_bread.png,mkGold/products/default.png
ITC Brown Bread,Bread & Bakery,ITC Brown Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,116,384,62,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/itc_brown_bread.png,mkGold/products/default.png
24 Mantra Brown Bread,Bread & Bakery,24 Mantra Brown Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,62,439,362,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/24_mantra_brown_bread.png,mkGold/products/default.png
Britannia Brown Bread,Bread & Bakery,Britannia Brown Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,51,360,286,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/britannia_brown_bread.png,mkGold/products/default.png
Nestle White Bread,Bread & Bakery,Nestle White Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,321,440,336,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/nestle_white_bread.png,mkGold/products/default.png
Jersey White Bread,Bread & Bakery,Jersey White Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,343,401,374,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/jersey_white_bread.png,mkGold/products/default.png
Gemini White Bread,Bread & Bakery,Gemini White Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,269,403,64,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/gemini_white_bread.png,mkGold/products/default.png
Patanjali White Bread,Bread & Bakery,Patanjali White Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,271,384,328,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/patanjali_white_bread.png,mkGold/products/default.png
Fortune White Bread,Bread & Bakery,Fortune White Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,188,439,105,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/fortune_white_bread.png,mkGold/products/default.png
Organic India White Bread,Bread & Bakery,Organic India White Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,335,435,480,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/organic_india_white_bread.png,mkGold/products/default.png
Aashirvaad White Bread,Bread & Bakery,Aashirvaad White Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,240,404,493,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/aashirvaad_white_bread.png,mkGold/products/default.png
HUL White Bread,Bread & Bakery,HUL White Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,227,373,446,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/hul_white_bread.png,mkGold/products/default.png
Amul Multigrain Bread,Bread & Bakery,Amul Multigrain Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,105,444,277,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/amul_multigrain_bread.png,mkGold/products/default.png
Dhara Multigrain Bread,Bread & Bakery,Dhara Multigrain Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,49,411,269,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/dhara_multigrain_bread.png,mkGold/products/default.png
Heritage Multigrain Bread,Bread & Bakery,Heritage Multigrain Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,196,439,195,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/heritage_multigrain_bread.png,mkGold/products/default.png
Patanjali Multigrain Bread,Bread & Bakery,Patanjali Multigrain Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,253,435,51,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/patanjali_multigrain_bread.png,mkGold/products/default.png
Tata Multigrain Bread,Bread & Bakery,Tata Multigrain Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,149,402,336,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/tata_multigrain_bread.png,mkGold/products/default.png
